,Unnamed: 0,ticker,fiscalDateEnding,reportedCurrency_x,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,shortTermInvestments,otherCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,retainedEarnings,commonStock,commonStockSharesOutstanding,reportedCurrency_y,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,netInterestIncome,interestIncome,interestExpense,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,netIncomeFromContinuingOperations,ebit,ebitda,netIncome,Unnamed: 0_was_missing,totalAssets_was_missing,totalCurrentAssets_was_missing,cashAndCashEquivalentsAtCarryingValue_was_missing,cashAndShortTermInvestments_was_missing,inventory_was_missing,currentNetReceivables_was_missing,totalNonCurrentAssets_was_missing,propertyPlantEquipment_was_missing,intangibleAssets_was_missing,intangibleAssetsExcludingGoodwill_was_missing,goodwill_was_missing,shortTermInvestments_was_missing,otherCurrentAssets_was_missing,totalLiabilities_was_missing,totalCurrentLiabilities_was_missing,currentAccountsPayable_was_missing,shortTermDebt_was_missing,totalNonCurrentLiabilities_was_missing,capitalLeaseObligations_was_missing,longTermDebt_was_missing,shortLongTermDebtTotal_was_missing,otherCurrentLiabilities_was_missing,otherNonCurrentLiabilities_was_missing,totalShareholderEquity_was_missing,retainedEarnings_was_missing,commonStock_was_missing,commonStockSharesOutstanding_was_missing,grossProfit_was_missing,totalRevenue_was_missing,costOfRevenue_was_missing,costofGoodsAndServicesSold_was_missing,operatingIncome_was_missing,sellingGeneralAndAdministrative_was_missing,researchAndDevelopment_was_missing,operatingExpenses_was_missing,netInterestIncome_was_missing,interestIncome_was_missing,interestExpense_was_missing,depreciationAndAmortization_was_missing,incomeBeforeTax_was_missing,incomeTaxExpense_was_missing,netIncomeFromContinuingOperations_was_missing,ebit_was_missing,ebitda_was_missing,netIncome_was_missing,close_price,price_date,future_return_1y
58,58,ADBE,2023-05-31,USD,27838000000.0,9274000000,5456000000.0,5456000000.0,1478040500.0,1685000000.0,18564000000,2032000000.0,1258000000.0,1258000000.0,12796000000.0,1145000000.0,988000000.0,13000000000,8019000000.0,346000000.0,74000000.0,4981000000.0,482000000.0,3631000000.0,4113000000.0,1786000000.0,347000000.0,14838000000,30609000000.0,8000000.0,459000000,USD,4244000000,4816000000,572000000.0,572000000.0,1624000000,357000000.0,876000000.0,2620000000,-26000000.0,0.0,26000000.0,235000000.0,1650000000,355000000.0,1295000000.0,1676000000.0,1911000000,1295000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,417.7900085449219,2023-05-31,0.06455396411856329
745,745,CTAS,2023-05-31,USD,8828875000.0,1834041000,124149000.0,124149000.0,506604000.0,1152993000.0,6994834000,1396476000.0,477540000.0,477540000.0,3056201000.0,0.0,50295000.0,4964889000,1230062000.0,302292000.0,43710000.0,3734827000.0,181988000.0,2486405000.0,2668393000.0,871590000.0,467547000.0,3863986000,9597315000.0,2031542000.0,413672000,USD,1088778000,2284471000,1195693000.0,1195693000.0,470798000,617980000.0,24500000.0,617980000,-24929000.0,844000.0,25773000.0,105080000.0,445869000,99668000.0,346201000.0,471642000.0,576722000,346201000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.26353454589844,2023-05-31,0.4496113337845786
768,768,STZ,2023-05-31,USD,24759200000.0,3652600000,192500000.0,192500000.0,1951400000.0,933100000.0,21106600000,7190100000.0,2727400000.0,2727400000.0,7953900000.0,0.0,575600000.0,15851000000,3190500000.0,1003300000.0,1377200000.0,12660500000.0,0.0,10979800000.0,12357000000.0,810000000.0,1680700000.0,8585000000,12316700000.0,2100000.0,183863000,USD,1266700000,2514900000,1248200000.0,1248200000.0,788800000,465200000.0,0.0,477900000,-118200000.0,533600000.0,118000000.0,105700000.0,230400000,91200000.0,139200000.0,348400000.0,454100000,135900000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,230.04576110839844,2023-05-31,0.04509766634061352
1250,1250,AAPL,2023-06-30,USD,335038000000.0,122659000000,28408000000.0,28408000000.0,7351000000.0,39186000000.0,212379000000,43550000000.0,986000000.0,986000000.0,4290000000.0,34074000000.0,13640000000.0,274764000000,124963000000.0,46699000000.0,11209000000.0,149801000000.0,0.0,98071000000.0,109280000000.0,58897000000.0,51730000000.0,60274000000,1408000000.0,70667000000.0,15775021000,USD,36413000000,81797000000,45384000000.0,45384000000.0,22998000000,5973000000.0,7442000000.0,13415000000,-18000000.0,980000000.0,998000000.0,3052000000.0,22733000000,2852000000.0,19881000000.0,22998000000.0,26050000000,19881000000,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191.46453857421875,2023-06-30,0.12337521577453314
225,225,ADP,2023-06-30,USD,50971000000.0,42170600000,2083500000.0,2083500000.0,1.0,3009600000.0,8800400000,681400000.0,1343600000.0,1343600000.0,2339400000.0,14700000.0,37062800000.0,47461900000,42767600000.0,96800000.0,105400000.0,4694300000.0,349900000.0,2989000000.0,3444300000.0,42438000000.0,933700000.0,3509100000,22118000000.0,63900000.0,414300000,USD,2188700000,4477800000,2289100000.0,2289100000.0,1037800000,957200000.0,222300000.0,1150900000,195500000.0,302400000.0,108000000.0,140400000.0,1005600000,228900000.0,776700000.0,1113500000.0,1253900000,776700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.0956115722656,2023-06-30,0.09669686078807382
653,653,AEP,2023-06-30,USD,96002100000.0,8041300000,304900000.0,304900000.0,1681800000.0,2385900000.0,87960800000,74681400000.0,986000000.0,986000000.0,52500000.0,202500000.0,3466200000.0,71878500000,13267100000.0,2433900000.0,7364500000.0,58611400000.0,650200000.0,36762000000.0,44660100000.0,1720000000.0,568200000.0,23901400000,12405500000.0,3421500000.0,516242919,USD,1359000000,4497300000,3138300000.0,3138300000.0,998600000,631200000.0,0.0,360400000,-460000000.0,0.0,460500000.0,741600000.0,544699999,28600000.0,516100000.0,985800000.0,1727400000,521200000,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,75.90558624267578,2023-06-30,0.08196774038890164
629,629,ALGN,2023-06-30,USD,6144550000.0,2465456000,951956000.0,951956000.0,312736000.0,1045643000.0,3679094000,1279042000.0,89296000.0,89296000.0,414765000.0,55805000.0,99316000.0,2506249000,2107065000.0,110155000.0,28770000.0,399184000.0,104650000.0,104650000.0,133420000.0,458084000.0,181225000.0,3638301000,2485327000.0,8000.0,76689000,USD,713609000,1002173000,288564000.0,288564000.0,171931000,453193000.0,88485000.0,541678000,4421000.0,4421000.0,342000.0,35819000.0,171589000,59775000.0,111814000.0,171931000.0,207750000,111814000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353.6400146484375,2023-06-30,-0.32518948788392477
605,605,AMD,2023-06-30,USD,67967000000.0,16505000000,3841000000.0,3841000000.0,4567000000.0,4314000000.0,51462000000,2002000000.0,22598000000.0,22598000000.0,24177000000.0,2444000000.0,1339000000.0,12831000000,7572000000.0,2779000000.0,753000000.0,5259000000.0,393000000.0,1714000000.0,2860000000.0,2557000000.0,1787000000.0,55136000000,-243000000.0,16000000.0,1627000000,USD,2443000000,5359000000,2916000000.0,2916000000.0,-20000000,547000000.0,1443000000.0,2463000000,-28000000.0,28000000.0,28000000.0,873000000.0,-2000000,-23000000.0,21000000.0,-20000000.0,853000000,27000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.91000366210938,2023-06-30,0.3843384897884934
130,130,AMGN,2023-06-30,USD,90269000000.0,47380000000,34248000000.0,34248000000.0,4978000000.0,5830000000.0,42889000000,5532000000.0,14633000000.0,14633000000.0,15531000000.0,0.0,2324000000.0,83488000000,17097000000.0,1212000000.0,2167000000.0,66391000000.0,0.0,59377000000.0,61544000000.0,13718000000.0,7014000000.0,6781000000,-25540000000.0,32601000000.0,537000000,USD,5173000000,6986000000,1813000000.0,1813000000.0,2684000000,1294000000.0,1113000000.0,2489000000,-752000000.0,0.0,752000000.0,896000000.0,1614000000,235000000.0,1379000000.0,2366000000.0,3262000000,1379000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,204.0082855224609,2023-06-30,0.44458707840986267
106,106,AMZN,2023-06-30,USD,477607000000.0,140482000000,49529000000.0,49529000000.0,36587000000.0,39925000000.0,337125000000,264116000000.0,986000000.0,986000000.0,22785000000.0,14441000000.0,9000000000.0,309005000000,148238000000.0,69481000000.0,15003000000.0,160767000000.0,75822000000.0,63092000000.0,138914000000.0,64235000000.0,21853000000.0,168602000000,93115000000.0,108000000.0,10449000000,USD,65010000000,134383000000,69373000000.0,69373000000.0,7681000000,3202000000.0,18829000000.0,57183000000,-179000000.0,661000000.0,840000000.0,11589000000.0,7554000000,804000000.0,6759000000.0,7681000000.0,19270000000,6750000000,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.36000061035156,2023-06-30,0.5127339369817634
674,674,ANSS,2023-06-30,USD,6605252000.0,1170861000,477875000.0,477875000.0,-54142000.0,692849000.0,5434391000,78539000.0,884018000.0,884018000.0,3792116000.0,137000.0,54142000.0,1690840000,374407000.0,14166000.0,14715000.0,1316433000.0,105198000.0,753732000.0,768447000.0,-28881000.0,211435000.0,4914412000,4953078000.0,953000.0,87192000,USD,428259000,496599000,68340000.0,68340000.0,95624000,202142000.0,125023000.0,332635000,-8158000.0,3402000.0,11560000.0,38378000.0,83983000,14457000.0,69526000.0,95543000.0,133921000,69526000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1226,1226,AZN,2023-06-30,USD,96543000000.0,22839000000,5664000000.0,5664000000.0,5051000000.0,11092000000.0,73704000000,2047000000.0,38326000000.0,38326000000.0,19960000000.0,148000000.0,884000000.0,59127000000,26375000000.0,19738000000.0,4787000000.0,32752000000.0,0.0,0.0,29838000000.0,650000000.0,0.0,37392000000,-234000000.0,387000000.0,3120000000,USD,9456000000,11416000000,1960000000.0,1960000000.0,2456000000,4986000000.0,2667000000.0,7000000000,0.0,0.0,431000000.0,1276000000.0,2088000000,268000000.0,471000000.0,2519000000.0,3795000000,1818000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,134.88436889648438,2023-06-30,0.11299746984710701
1298,1298,BIDU,2023-06-30,CNY,411034000000.0,230417000000,34908000000.0,34908000000.0,11392000000.0,15674000000.0,180617000000,34758000000.0,20630000000.0,20630000000.0,22586000000.0,156359000000.0,23476000000.0,150324000000,81601000000.0,37184000000.0,23982000000.0,68723000000.0,7710000000.0,61613000000.0,87494000000.0,5241000000.0,2154000000.0,242427000000,3807700000.0,242427000000.0,355750000,CNY,17889000000,34056000000,16167000000.0,16167000000.0,5210000000,6492000000.0,6381000000.0,12679000000,1131000000.0,1948000000.0,817000000.0,1863000000.0,6579000000,1270000000.0,5309000000.0,7396000000.0,9259000000,5210000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.91000366210938,2023-06-30,-0.3703162896902926
1322,1322,BIIB,2023-06-30,USD,25156800000.0,10431700000,2617800000.0,2617800000.0,1333500000.0,2124000000.0,14725100000,3307200000.0,1776400000.0,1776400000.0,5753700000.0,3460500000.0,895900000.0,10696300000,3186500000.0,445400000.0,0.0,7509800000.0,304400000.0,6284600000.0,6589000000.0,2481100000.0,776900000.0,14466900000,17446000000.0,100000.0,145500000,USD,1863300000,2456000000,592700000.0,592700000.0,689700000,548000000.0,637100000.0,1173600000,26800000.0,75900000.0,49100000.0,117400000.0,708100000,114800000.0,593300000.0,633300000.0,750700000,591600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284.8500061035156,2023-06-30,-0.18634369209655288
721,721,CDNS,2023-06-30,USD,5155124000.0,1643050000,873925000.0,873925000.0,139576000.0,458508000.0,3512074000,370193000.0,340742000.0,340742000.0,1428772000.0,0.0,171041000.0,2246669000,1196300000.0,510007000.0,510007000.0,1050369000.0,0.0,648551000.0,1158558000.0,510007000.0,401818000.0,2908455000,4358164000.0,2897885000.0,272996000,USD,879721000,976579000,96858000.0,96858000.0,299328000,54605000.0,354416000.0,580393000,-1450000.0,7427000.0,8877000.0,33881000.0,298424000,77304000.0,221120000.0,307301000.0,341182000,221120000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.5200042724609,2023-06-30,0.32577182228989465
1346,1346,CHTR,2023-06-30,USD,145615000000.0,3929000000,478000000.0,478000000.0,1478040500.0,2864000000.0,141686000000,37546000000.0,69618000000.0,69618000000.0,29672000000.0,0.0,587000000.0,131588000000,11975000000.0,748000000.0,2292000000.0,119613000000.0,293000000.0,95971000000.0,98263000000.0,7863000000.0,4660000000.0,10460000000,-12577000000.0,8000000.0,151975698,USD,6678000000,13659000000,6981000000.0,6981000000.0,3182000000,1000000.0,0.0,3496000000,-1298000000.0,0.0,1298000000.0,2172000000.0,1857000000,444000000.0,1413000000.0,3155000000.0,5327000000,1223000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,367.3699951171875,2023-06-30,-0.19421838215381648
1106,1106,DDOG,2023-06-30,USD,3312173000.0,2600070000,291304000.0,291304000.0,37502000.0,333102000.0,712103000,145100000.0,12409000.0,12409000.0,350029000.0,1894058000.0,81606000.0,1662814000,761362000.0,48031000.0,18852000.0,901452000.0,144546000.0,740538000.0,885084000.0,127009000.0,7686000.0,1649359000,-230321000.0,3000.0,322215000,USD,407408000,509460000,102052000.0,102052000.0,-22006000,42671000.0,239494000.0,429414000,21098000.0,22624000.0,1526000.0,10550000.0,-908000,3061000.0,-3969000.0,618000.0,11168000,-3969000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.37999725341795,2023-06-30,0.32648916083870017
249,249,FISV,2023-06-30,USD,77599000000.0,21444000000,1082000000.0,1082000000.0,1478040500.0,3465000000.0,56155000000,2047000000.0,11779000000.0,11779000000.0,37109000000.0,0.0,16897000000.0,46722000000,19462000000.0,412000000.0,726000000.0,27260000000.0,0.0,0.0,23321000000.0,16649000000.0,0.0,29991000000,18622000000.0,8000000.0,619200000,USD,2827000000,4756000000,1929000000.0,1929000000.0,1131000000,368000000.0,0.0,1696000000,0.0,0.0,237000000.0,800000000.0,876000000,181000000.0,471000000.0,1110000000.0,1910000000,683000000,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,126.1500015258789,2023-06-30,0.166389200236859
815,815,FTNT,2023-06-30,USD,7486100000.0,4878100000,2376300000.0,2376300000.0,376300000.0,1078800000.0,2608000000,981900000.0,44600000.0,44600000.0,126000000.0,937200000.0,109500000.0,7164900000,3500600000.0,238300000.0,183000000.0,3664300000.0,0.0,991300000.0,1174300000.0,491600000.0,73000000.0,321200000,-1032400000.0,800000.0,795900000,USD,997000000,1292800000,295800000.0,295800000.0,279000000,49900000.0,153300000.0,718000000,26400000.0,31600000.0,5200000.0,27400000.0,293900000,27600000.0,266300000.0,304400000.0,331800000,266300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.58999633789062,2023-06-30,-0.20822858349418427
273,273,GILD,2023-06-30,USD,62337000000.0,14287000000,5704000000.0,5704000000.0,1633000000.0,4229000000.0,48050000000,5540000000.0,27749000000.0,27749000000.0,8314000000.0,963000000.0,1758000000.0,41244000000,13964000000.0,622000000.0,4037000000.0,27280000000.0,0.0,21209000000.0,25246000000.0,6695000000.0,3964000000.0,21157000000,15138000000.0,1000000.0,1258000000,USD,5157000000,6599000000,1442000000.0,1442000000.0,1665000000,1849000000.0,1407000000.0,3492000000,-230000000.0,0.0,230000000.0,681000000.0,1588000000,549000000.0,1039000000.0,1818000000.0,2499000000,1045000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70.68780517578125,2023-06-30,-0.07192522292036685
82,82,GOOGL,2023-06-30,USD,383044000000.0,168788000000,25929000000.0,25929000000.0,2231000000.0,38804000000.0,214256000000,135677000000.0,1966000000.0,1966000000.0,29210000000.0,92403000000.0,9421000000.0,115903000000,77709000000.0,5313000000.0,2663000000.0,38194000000.0,12746000000.0,13705000000.0,26451000000.0,68550000000.0,1765000000.0,267141000000,200884000000.0,72248000000.0,12609000000,USD,42688000000,74604000000,31916000000.0,31916000000.0,21838000000,3481000000.0,10588000000.0,20850000000,849000000.0,892000000.0,43000000.0,2824000000.0,21903000000,3535000000.0,18368000000.0,21946000000.0,24770000000,18368000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.80235290527344,2023-06-30,0.5304931483871147
839,839,IDXX,2023-06-30,USD,2870806000.0,1179025000,132838000.0,132838000.0,395141000.0,532287000.0,1691781000,683270000.0,90932000.0,90932000.0,364206000.0,0.0,118759000.0,1776945000,883859000.0,107664000.0,358684000.0,893086000.0,117030000.0,696844000.0,1152865000.0,297691000.0,190674000.0,1093861000,4037819000.0,10738000.0,83983000,USD,572850000,943630000,370780000.0,370780000.0,296144000,89669000.0,46505000.0,276706000,-10215000.0,327000.0,10542000.0,27855000.0,285929000,61693000.0,224236000.0,297554000.0,325409000,224236000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502.2300109863281,2023-06-30,-0.05143065234018229
10,10,INTC,2023-06-30,USD,185629000000.0,43356000000,8349000000.0,8349000000.0,11984000000.0,2996000000.0,142273000000,90945000000.0,5173000000.0,5173000000.0,27591000000.0,15908000000.0,4119000000.0,81158000000,27180000000.0,8757000000.0,2711000000.0,53978000000.0,0.0,46335000000.0,49046000000.0,13543000000.0,7643000000.0,101017000000,67231000000.0,34330000000.0,4196000000,USD,4638000000,12949000000,8311000000.0,8311000000.0,-1016000000,1374000000.0,4080000000.0,5654000000,224000000.0,200000000.0,214000000.0,2276000000.0,-816000000,-2289000000.0,1473000000.0,-602000000.0,1674000000,1481000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.77200698852539,2023-06-30,-0.06488493461459877
320,320,ISRG,2023-06-30,USD,13903300000.0,9041100000,3435400000.0,3435400000.0,1005200000.0,904200000.0,4862200000,2830800000.0,693100000.0,693100000.0,348600000.0,2363800000.0,323200000.0,1943600000,1943600000.0,199700000.0,199700000.0,405200000.0,0.0,0.0,6120000000.0,1493000000.0,405200000.0,11959700000,3807700000.0,400000.0,357300000,USD,1171900000,1755900000,584000000.0,584000000.0,463200000,464300000.0,244400000.0,708700000,36000000.0,36000000.0,58000000.0,97300000.0,499200000,73200000.0,426000000.0,463200000.0,560500000,420800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,341.94000244140625,2023-06-30,0.27577933883043615
343,343,JD,2023-06-30,CNY,83138744915.0,48070153702,13649272788.0,13649272788.0,9105939524.0,3355979102.0,35068591212,92115000000.0,1162023939.0,1162023939.0,3183210467.0,19837556184.0,2121406102.0,43589182343,35751130567.0,20926480406.0,3564953435.0,7838051775.0,22926000000.0,32064000000.0,10041368107.0,-1001095827.0,1597000000.0,30532003496,3807700000.0,221786000000.0,1583000000,CNY,24754000000,287931000000,263177000000.0,263177000000.0,8270000000,2358000000.0,4072000000.0,16484000000,-654000000.0,0.0,654000000.0,1727000000.0,9734000000,2811000000.0,6923000000.0,7261000000.0,8988000000,6581000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,32.22867965698242,2023-06-30,-0.22269678069208287
367,367,KHC,2023-06-30,USD,90956000000.0,7994000000,947000000.0,947000000.0,3820000000.0,2237000000.0,82962000000,2047000000.0,42714000000.0,42714000000.0,30953000000.0,0.0,990000000.0,40942000000,8385000000.0,4545000000.0,630000000.0,32557000000.0,0.0,19367000000.0,19997000000.0,3210000000.0,1442000000.0,49814000000,1336000000.0,12000000.0,1235000000,USD,2261000000,6721000000,4460000000.0,4460000000.0,1376000000,857000000.0,0.0,885000000,-228000000.0,10000000.0,228000000.0,216000000.0,1172000000,174000000.0,998000000.0,1400000000.0,1616000000,1000000000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31.21825218200684,2023-06-30,-0.059908213636229
863,863,KLAC,2023-06-30,USD,14072357000.0,8372032000,1927865000.0,1927865000.0,2876784000.0,1935399000.0,5700325000,1031841000.0,935303000.0,935303000.0,2278820000.0,1315294000.0,316690000.0,11152604000,3742842000.0,371026000.0,34042000.0,7409762000.0,172396000.0,5890736000.0,6063132000.0,1117436000.0,813058000.0,2919753000,848431000.0,137000.0,137654000,USD,1392188000,2355137000,962949000.0,962949000.0,824221000,250857000.0,317110000.0,567967000,-73491000.0,0.0,74428000.0,104813000.0,775506000,90852000.0,684654000.0,848997000.0,953810000,684654000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,473.457763671875,2023-06-30,0.7233816570351002
1202,1202,LCID,2023-06-30,USD,9415052000.0,6256928000,2775339000.0,2775339000.0,849781000.0,20570000.0,3158124000,2698454000.0,986000000.0,986000000.0,4290000000.0,2473955000.0,137283000.0,3455212000,885593000.0,140083000.0,42652000.0,2569619000.0,88776000.0,1994391000.0,2366713000.0,702858000.0,356846000.0,5959840000,-8914092000.0,228000.0,191245983,USD,-404931000,150874000,555805000.0,555805000.0,-837685000,197748000.0,233474000.0,431222000,32835000.0,39525000.0,6690000.0,61811000.0,-763645000,587000.0,-764232000.0,-756955000.0,-695144000,-764232000,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.9000015258789,2023-06-30,-0.6168360082167137
1178,1178,META,2023-06-30,USD,206688000000.0,69560000000,28785000000.0,28785000000.0,1478040500.0,12511000000.0,137128000000,100904000000.0,856000000.0,856000000.0,20659000000.0,24661000000.0,3603000000.0,72655000000,29921000000.0,3093000000.0,1396000000.0,42734000000.0,17836000000.0,18382000000.0,36218000000.0,19595000000.0,7912000000.0,134033000000,67980000000.0,69159000000.0,2612000000,USD,26054000000,31999000000,5945000000.0,5945000000.0,9392000000,4164000000.0,9344000000.0,16662000000,-99000000.0,323000000.0,116000000.0,2623000000.0,9293000000,1505000000.0,7788000000.0,9392000000.0,12015000000,7788000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284.9892578125,2023-06-30,0.7622032080430663
934,934,MRNA,2023-06-30,USD,21884000000.0,10599000000,3801000000.0,3801000000.0,715000000.0,688000000.0,11285000000,2410000000.0,46000000.0,46000000.0,52000000.0,4658000000.0,737000000.0,4935000000,3123000000.0,310000000.0,221000000.0,1812000000.0,947000000.0,0.0,1168000000.0,1505000000.0,173000000.0,16949000000,17019000000.0,8000000.0,381000000,USD,-387000000,344000000,731000000.0,731000000.0,-1867000000,332000000.0,1148000000.0,1480000000,104000000.0,104000000.0,13000000.0,90000000.0,-1749000000,-369000000.0,-1380000000.0,-1736000000.0,-1646000000,-1380000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.5,2023-06-30,-0.04567903746302715
34,34,MSFT,2023-06-30,USD,411976000000.0,184257000000,34704000000.0,34704000000.0,2500000000.0,48688000000.0,227719000000,109987000000.0,9366000000.0,9366000000.0,67886000000.0,76552000000.0,21813000000.0,205753000000,104149000000.0,18095000000.0,8853000000.0,101604000000.0,12728000000.0,41990000000.0,79441000000.0,22148000000.0,17981000000.0,206223000000,118848000000.0,93718000000.0,7467000000,USD,39394000000,56189000000,16795000000.0,16795000000.0,24254000000,2197000000.0,6739000000.0,15140000000,423000000.0,905000000.0,482000000.0,3874000000.0,24727000000,4646000000.0,20081000000.0,24254000000.0,28128000000,20081000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333.3890686035156,2023-06-30,0.351685336793204
