,Unnamed: 0,ticker,fiscalDateEnding,reportedCurrency_x,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,shortTermInvestments,otherCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,retainedEarnings,commonStock,commonStockSharesOutstanding,reportedCurrency_y,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,netInterestIncome,interestIncome,interestExpense,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,netIncomeFromContinuingOperations,ebit,ebitda,netIncome,Unnamed: 0_was_missing,totalAssets_was_missing,totalCurrentAssets_was_missing,cashAndCashEquivalentsAtCarryingValue_was_missing,cashAndShortTermInvestments_was_missing,inventory_was_missing,currentNetReceivables_was_missing,totalNonCurrentAssets_was_missing,propertyPlantEquipment_was_missing,intangibleAssets_was_missing,intangibleAssetsExcludingGoodwill_was_missing,goodwill_was_missing,shortTermInvestments_was_missing,otherCurrentAssets_was_missing,totalLiabilities_was_missing,totalCurrentLiabilities_was_missing,currentAccountsPayable_was_missing,shortTermDebt_was_missing,totalNonCurrentLiabilities_was_missing,capitalLeaseObligations_was_missing,longTermDebt_was_missing,shortLongTermDebtTotal_was_missing,otherCurrentLiabilities_was_missing,otherNonCurrentLiabilities_was_missing,totalShareholderEquity_was_missing,retainedEarnings_was_missing,commonStock_was_missing,commonStockSharesOutstanding_was_missing,grossProfit_was_missing,totalRevenue_was_missing,costOfRevenue_was_missing,costofGoodsAndServicesSold_was_missing,operatingIncome_was_missing,sellingGeneralAndAdministrative_was_missing,researchAndDevelopment_was_missing,operatingExpenses_was_missing,netInterestIncome_was_missing,interestIncome_was_missing,interestExpense_was_missing,depreciationAndAmortization_was_missing,incomeBeforeTax_was_missing,incomeTaxExpense_was_missing,netIncomeFromContinuingOperations_was_missing,ebit_was_missing,ebitda_was_missing,netIncome_was_missing,close_price,price_date,future_return_1y
851,851,IDXX,2020-06-30,USD,1960713000.0,779612000,105293000.0,105293000.0,229377000.0,354949000.0,1181101000,550895000.0,55619000.0,55619000.0,235426000.0,0.0,89993000.0,1687313000,540584000.0,73903000.0,138069000.0,1146729000.0,85070000.0,899562000.0,1106228000.0,236605000.0,210568000.0,272963000,1854586000.0,10603000.0,86402000,USD,379342000,637592000,258250000.0,258250000.0,193248000,60268000.0,31645000.0,186094000,-9426000.0,69000.0,9495000.0,23582000.0,183822000,34826000.0,148996000.0,194017000.0,217599000,148940000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330.1600036621094,2020-06-30,0.9128603731156555
22,22,INTC,2020-06-30,USD,152539000000.0,44390000000,8736000000.0,8736000000.0,8969000000.0,7441000000.0,108149000000,58036000000.0,10303000000.0,10303000000.0,26943000000.0,17079000000.0,2165000000.0,70529000000,22481000000.0,5045000000.0,2254000000.0,48048000000.0,0.0,36093000000.0,38347000000.0,10387000000.0,7903000000.0,82010000000,57646000000.0,25516000000.0,4284000000,USD,10507000000,19728000000,9221000000.0,9221000000.0,5697000000,1447000000.0,3354000000.0,4801000000,-103000000.0,83000000.0,186000000.0,3063000000.0,5935000000,830000000.0,5105000000.0,5706000000.0,8769000000,5105000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.33504104614258,2020-06-30,-0.03675846179451492
332,332,ISRG,2020-06-30,USD,10103600000.0,7594600000,2035600000.0,2035600000.0,645500000.0,508800000.0,2509000000,1450300000.0,101000000.0,101000000.0,336800000.0,2452700000.0,256400000.0,1337200000,1337200000.0,965700000.0,435100000.0,412400000.0,0.0,0.0,6120000000.0,435100000.0,412400000.0,8766400000,2633000000.0,100000.0,359100000,USD,502900000,852100000,349200000.0,349200000.0,80600000,279100000.0,143200000.0,422300000,26600000.0,26600000.0,58000000.0,63800000.0,107200000,37000000.0,70200000.0,80600000.0,144400000,68000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,189.94332885742188,2020-06-30,0.6138848530292833
355,355,JD,2020-06-30,CNY,49826894587.0,29046334091,10929288531.0,10929288531.0,8028789810.0,1905361671.0,20780560495,37153570000.0,623256244.0,623256244.0,1310682206.0,6888552324.0,1294341753.0,27774114728,24306768917.0,14165746172.0,2322683309.0,3467345810.0,11602841000.0,13590025000.0,5302989779.0,2076764425.0,184592000.0,19273936472,3807700000.0,136345754000.0,1520622000,CNY,28635487000,201054058000,172418571000.0,172418571000.0,5044075000,1423127000.0,3603600000.0,23591412000,213809000.0,538027000.0,324218000.0,184363454.0,17209573000,796550000.0,16413023000.0,1908709802.0,17533791000,16447407000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.60762023925781,2020-06-30,0.3261882241499512
379,379,KHC,2020-06-30,USD,98306000000.0,8776000000,2812000000.0,2812000000.0,2815000000.0,2045000000.0,89530000000,6777000000.0,47202000000.0,47202000000.0,33310000000.0,0.0,1104000000.0,49141000000,8050000000.0,3880000000.0,763000000.0,41091000000.0,0.0,28097000000.0,28860000000.0,3407000000.0,1620000000.0,49040000000,-4336000000.0,12000000.0,1223000000,USD,2452000000,6648000000,4196000000.0,4196000000.0,-1339000000,845000000.0,0.0,3791000000,-434000000.0,8000000.0,442000000.0,247000000.0,-1703000000,-51000000.0,-1754000000.0,-1261000000.0,-1014000000,-1651000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.69593048095703,2020-06-30,0.33436743596199503
875,875,KLAC,2020-06-30,USD,9279960000.0,4723545000,1234409000.0,1234409000.0,1310985000.0,1264098000.0,4556415000,519824000.0,1391413000.0,1391413000.0,2045402000.0,746063000.0,167990000.0,6598950000,1699786000.0,264280000.0,28994000.0,4899164000.0,99879000.0,3469670000.0,3569549000.0,686246000.0,672284000.0,2665424000,654930000.0,155000.0,156183000,USD,838049000,1459593000,621544000.0,621544000.0,453158000,566358000.0,217100000.0,384891000,-18575000.0,0.0,39942000.0,78937000.0,405069000,-5246000.0,756711000.0,445290000.0,524227000,411253000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,182.54248046875,2020-06-30,0.690441377087418
1214,1214,LCID,2020-06-30,USD,383000.0,172100,172100.0,172100.0,1478040500.0,1735000000.0,210900,2047000000.0,986000000.0,986000000.0,4290000000.0,0.0,210900.0,359000,359000.0,301000.0,300000.0,6665793000.0,0.0,0.0,300000.0,59000.0,0.0,24000,-1000.0,5175.0,161862153,USD,-59000,118000,59000.0,59000.0,-113420000,368000000.0,97940000.0,113361000,0.0,0.0,58000000.0,1790000.0,-117313000,-28000.0,471000000.0,-113420000.0,-111630000,-117285000,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,98.9000015258789,2020-09-18,1.914054679075194
1190,1190,META,2020-06-30,USD,139691000000.0,68130000000,21045000000.0,21045000000.0,1478040500.0,7483000000.0,71561000000,39006000000.0,859000000.0,859000000.0,19029000000.0,37195000000.0,2407000000.0,29244000000,11308000000.0,920000000.0,899000000.0,17936000000.0,10532000000.0,0.0,10532000000.0,9225000000.0,17936000000.0,110447000000,62784000000.0,47805000000.0,2879000000,USD,14858000000,18687000000,3829000000.0,3829000000.0,5963000000,1593000000.0,4462000000.0,8895000000,162000000.0,162000000.0,162000000.0,1704000000.0,6131000000,953000000.0,5178000000.0,5963000000.0,7667000000,5178000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.49484252929688,2020-06-30,0.5312898945258604
946,946,MRNA,2020-06-30,USD,3486006000.0,2796744000,1761629000.0,1761629000.0,-354916000.0,57850000.0,689262000,321985000.0,986000000.0,986000000.0,4290000000.0,955384000.0,21881000.0,539121000,161647000.0,18817000.0,89204000.0,377474000.0,167772000.0,0.0,167772000.0,97586000.0,1224000.0,2946885000,-1737397000.0,39000.0,381000000,USD,58751000,66351000,7600000.0,7600000.0,-122127000,36622000.0,151856000.0,180878000,5214000.0,7092000.0,1878000.0,7596000.0,-116565000,148000.0,-116713000.0,-114683000.0,-107087000,-116713000,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.20999908447266,2020-06-30,2.6595545721532674
46,46,MSFT,2020-06-30,USD,301311000000.0,181915000000,13576000000.0,13576000000.0,1895000000.0,32011000000.0,119396000000,44151000000.0,7038000000.0,7038000000.0,43351000000.0,122951000000.0,11482000000.0,183007000000,72310000000.0,12530000000.0,3749000000.0,110697000000.0,7671000000.0,59578000000.0,70998000000.0,20031000000.0,50915000000.0,118304000000,34566000000.0,80552000000.0,7650000000,USD,25694000000,38033000000,12339000000.0,12339000000.0,13407000000,1656000000.0,5214000000.0,12287000000,-686000000.0,0.0,686000000.0,3504000000.0,13422000000,2220000000.0,11202000000.0,14108000000.0,17612000000,11202000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,193.85389709472656,2020-06-30,0.3440275734195899
922,922,MTCH,2020-06-30,USD,2334732000.0,451748000,129294000.0,129294000.0,1.0,186447000.0,1882984000,101647000.0,222792000.0,222792000.0,1240302000.0,0.0,136007000.0,4042726000,459042000.0,11959000.0,71264000.0,3583684000.0,0.0,3527660000.0,3527660000.0,214975000.0,25579000.0,-1708175000,-8764286000.0,242000.0,207840000,USD,406597000,555450000,148853000.0,148853000.0,195594000,68204000.0,41929000.0,211003000,-45647000.0,0.0,34751000.0,10069000.0,178253000,36856000.0,132921000.0,213004000.0,223073000,74917000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,103.97843933105467,2020-06-30,0.5063054612404361
426,426,NXPI,2020-06-30,USD,21057000000.0,5215000000,3266000000.0,3266000000.0,1228000000.0,481000000.0,15842000000,2528000000.0,2824000000.0,2824000000.0,9946000000.0,0.0,240000000.0,12002000000,2992000000.0,729000000.0,1349000000.0,9010000000.0,0.0,8004000000.0,9353000000.0,914000000.0,870000000.0,8862000000,-3155000000.0,64000000.0,279142000,USD,860000000,1817000000,957000000.0,957000000.0,-145000000,220000000.0,402000000.0,1004000000,-91000000.0,4000000.0,94000000.0,543000000.0,-242000000,-33000000.0,-209000000.0,-146000000.0,397000000,-214000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.94606018066406,2020-06-30,0.8242367490486568
992,992,PDD,2020-06-30,CNY,90900666000.0,85581966000,4209623000.0,4209623000.0,32468267000.0,2857547000.0,5318700000,562451000.0,1706291000.0,1706291000.0,4290000000.0,44801078000.0,1245451000.0,61406806000,55385755000.0,33978503000.0,2898759000.0,6021051000.0,554824000.0,5572449000.0,8881739000.0,17757945000.0,38071000.0,29493860000,-23314139000.0,153000.0,956248600,CNY,9531200000,12193315000,2662115000.0,2662115000.0,-1639582000,394842000.0,1662356000.0,11170782000,675358000.0,838276000.0,162918000.0,159457750.0,-899349000,-675622000.0,-899349000.0,-1639582000.0,-1480124250,-899349000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.83999633789062,2020-06-30,0.4797297537511487
450,450,PYPL,2020-06-30,USD,63166000000.0,46500000000,6353000000.0,6353000000.0,1478040500.0,32612000000.0,16666000000,1717000000.0,1254000000.0,1254000000.0,9118000000.0,6695000000.0,840000000.0,45482000000,33729000000.0,31283000000.0,129000000.0,11753000000.0,0.0,8934000000.0,9674000000.0,2119000000.0,0.0,17640000000,9788000000.0,8000000.0,1184000000,USD,2978000000,5261000000,2283000000.0,2283000000.0,951000000,512000000.0,631000000.0,2027000000,-33000000.0,22000000.0,55000000.0,297000000.0,1799000000,269000000.0,1530000000.0,1854000000.0,2151000000,1530000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.30343627929688,2020-06-30,0.6729612399223992
474,474,QCOM,2020-06-30,USD,32328000000.0,15558000000,6120000000.0,6120000000.0,2343000000.0,1847000000.0,16770000000,3487000000.0,1749000000.0,1749000000.0,6299000000.0,4480000000.0,768000000.0,29022000000,7914000000.0,2046000000.0,628000000.0,21108000000.0,0.0,15425000000.0,16427000000.0,2818000000.0,4819000000.0,3306000000,3081000000.0,113000000.0,1139000000,USD,2813000000,4893000000,2080000000.0,2080000000.0,782000000,511000000.0,1520000000.0,2031000000,-113000000.0,30000000.0,143000000.0,363000000.0,868000000,23000000.0,845000000.0,782000000.0,1145000000,845000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.11077880859375,2020-06-30,0.5978883965087414
498,498,REGN,2020-06-30,USD,14428700000.0,7860200000,1992200000.0,1992200000.0,1640900000.0,2811300000.0,6568500000,3031400000.0,986000000.0,986000000.0,4290000000.0,1152000000.0,263800000.0,5371300000,3702400000.0,380100000.0,1500000000.0,1668900000.0,715900000.0,0.0,2215900000.0,1360800000.0,1278600000.0,9057400000,8901700000.0,100000.0,117910643,USD,1617700000,1952000000,334300000.0,334300000.0,656400000,348300000.0,663200000.0,961300000,-9700000.0,0.0,9700000.0,58800000.0,918900000,21600000.0,897300000.0,928600000.0,987400000,897300000,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,619.465087890625,2020-06-30,-0.10440171534712295
593,593,SBUX,2020-06-30,USD,29140600000.0,7581000000,3965900000.0,3965900000.0,1583800000.0,1524900000.0,21559600000,6295600000.0,599600000.0,599600000.0,3510100000.0,229900000.0,276500000.0,37764900000,8002000000.0,860800000.0,3423200000.0,29762900000.0,8890700000.0,14645600000.0,25722400000.0,2163800000.0,821100000.0,-8621600000,-8208300000.0,1200000.0,1168900000,USD,200300000,4222100000,4021800000.0,4021800000.0,-703900000,399900000.0,0.0,904200000,-108100000.0,12700000.0,120800000.0,377100000.0,-812000000,-133900000.0,-678100000.0,-691200000.0,-314100000,-678400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,64.67354583740234,2020-06-30,0.5474997850037238
1007,1007,SGEN,2020-06-30,USD,2164556000.0,1330582000,117320000.0,117320000.0,90002000.0,290074000.0,833974000,185288000.0,295289000.0,295289000.0,274671000.0,778348000.0,54838000.0,350479000,282615000.0,59226000.0,0.0,67864000.0,63663000.0,0.0,63663000.0,223389000.0,67864000.0,1814077000,-1672830000.0,174000.0,173406000,USD,229754000,277998000,48244000.0,48244000.0,-93965000,125642000.0,198077000.0,323719000,0.0,0.0,58000000.0,17928000.0,-21190000,-72775000.0,-93965000.0,-166740000.0,-148812000,-21190000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,,
545,545,SIRI,2020-06-30,USD,12465000000.0,2495000000,1770000000.0,1770000000.0,12000000.0,497000000.0,9970000000,1592000000.0,3398000000.0,3398000000.0,3860000000.0,0.0,11000000.0,13133000000,4552000000.0,1022000000.0,1538000000.0,8581000000.0,476000000.0,7841000000.0,9809000000.0,159000000.0,670000000.0,-668000000,-607000000.0,4000000.0,445700000,USD,960000000,1874000000,914000000.0,914000000.0,415000000,119000000.0,61000000.0,545000000,-102000000.0,0.0,102000000.0,152000000.0,317000000,74000000.0,243000000.0,419000000.0,571000000,243000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48.915565490722656,2020-06-30,0.12502306416587428
569,569,SWKS,2020-06-30,USD,5072400000.0,2337400000,791300000.0,791300000.0,698200000.0,346100000.0,2735000000,1206900000.0,62900000.0,62900000.0,1189800000.0,347000000.0,154800000.0,890000000,401100000.0,200900000.0,0.0,488900000.0,155800000.0,0.0,155800000.0,200200000.0,488900000.0,4182400000,4657000000.0,41800000.0,168300000,USD,331300000,736800000,405500000.0,405500000.0,159300000,55000000.0,117000000.0,172000000,0.0,0.0,27100000.0,90600000.0,144000000,14300000.0,129700000.0,144000000.0,234600000,129700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,110.24856567382812,2020-06-30,0.518864537559254
166,166,ADI,2020-07-31,USD,21599568000.0,2485237000,1090264000.0,1090264000.0,612646000.0,681728000.0,19114331000,1134236000.0,3796932000.0,3796932000.0,12273799000.0,82953000.0,100599000.0,9822008000,1687776000.0,215894000.0,449324000.0,8134232000.0,0.0,5143653000.0,5592977000.0,873182000.0,438061000.0,11777560000,7079309000.0,61529000.0,372003000,USD,972578000,1456136000,483558000.0,483558000.0,419124000,144653000.0,260793999.0,553454000,-45410000.0,504000.0,45914000.0,201463000.0,373029000,10364000.0,362665000.0,418943000.0,620406000,362665000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.91706085205078,2020-07-31,0.484306915024481
213,213,ADSK,2020-07-31,USD,5747300000.0,2203900000,1439800000.0,1439800000.0,1478040500.0,490100000.0,3543400000,594000000.0,61000000.0,61000000.0,2459100000.0,79700000.0,194300000.0,5680000000,2619600000.0,99200000.0,53800000.0,3060400000.0,447100000.0,1636100000.0,2083200000.0,332000000.0,144100000.0,67300000,-2270900000.0,2492700000.0,222200000,USD,821300000,911500000,90200000.0,90200000.0,148800000,93200000.0,232500000.0,672500000,-8000000.0,0.0,3600000.0,30000000.0,129000000,30800000.0,98200000.0,132600000.0,162600000,98200000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,236.42999267578125,2020-07-31,0.35824563224168093
190,190,AMAT,2020-07-31,USD,21171000000.0,12248000000,4350000000.0,4350000000.0,3952000000.0,2806000000.0,8923000000,1784000000.0,157000000.0,157000000.0,3474000000.0,406000000.0,734000000.0,11602000000,4285000000.0,2895000000.0,63000000.0,7317000000.0,259000000.0,5447000000.0,5510000000.0,-63000000.0,215000000.0,9569000000,26278000000.0,9000000.0,922000000,USD,1955000000,4395000000,2440000000.0,2440000000.0,1108000000,145000000.0,572000000.0,847000000,-61000000.0,0.0,61000000.0,94000000.0,1040000000,199000000.0,841000000.0,1108000000.0,1202000000,841000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61.14340591430664,2020-07-31,1.1968821921271253
709,709,AVGO,2020-07-31,USD,79298000000.0,13681000000,8857000000.0,8857000000.0,1081000000.0,2684000000.0,65617000000,3173000000.0,18357000000.0,18357000000.0,43447000000.0,0.0,1059000000.0,55713000000,6702000000.0,1092000000.0,822000000.0,49011000000.0,713000000.0,42603000000.0,44023000000.0,1995000000.0,5140000000.0,23585000000,0.0,8000000.0,4219999910,USD,3316000000,5821000000,2505000000.0,2505000000.0,1008000000,428000000.0,1228000000.0,2308000000,-464000000.0,0.0,464000000.0,1719000000.0,593000000,-96000000.0,689000000.0,1057000000.0,2776000000,688000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27.99905014038086,2020-07-31,0.5840807555209739
803,803,CPRT,2020-07-31,USD,3455261000.0,963759000,477718000.0,477718000.0,20080000.0,376947000.0,2491502000,2041053000.0,47772000.0,47772000.0,343622000.0,0.0,89014000.0,965745000,356044000.0,132919000.0,25572000.0,609701000.0,121156000.0,397036000.0,518622000.0,79555000.0,430000.0,2489516000,1937853000.0,24000.0,955708000,USD,250431000,525659000,275228000.0,275228000.0,205715000,44716000.0,0.0,44716000,-4803000.0,99000.0,4902000.0,27501000.0,201883000,36350000.0,165533000.0,206663000.0,234164000,165533000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23.3125,2020-07-31,0.5764075067024128
1094,1094,CRWD,2020-07-31,USD,1616952000.0,1262144000,1064733999.0,1064733999.0,53837000.0,149236000.0,354808000,179357000.0,347000.0,347000.0,8131000.0,0.0,48174000.0,824937000,603292000.0,10118000.0,8643000.0,221644999.0,44777000.0,0.0,44777000.0,69450000.0,10752000.0,790965000,-686583000.0,110000.0,216695000,USD,144580000,198971000,54391000.0,54391000.0,-29991000,28961000.0,50483000.0,174571000,-174000.0,0.0,174000.0,9523000.0,-29433000,441000.0,-29874000.0,-29259000.0,-19736000,-29874000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,113.1999969482422,2020-07-31,1.2403710905249254
1286,1286,CSCO,2020-07-31,USD,94853000000.0,43573000000,11809000000.0,11809000000.0,1282000000.0,10523000000.0,51280000000,3374000000.0,1576000000.0,1576000000.0,33806000000.0,17610000000.0,2349000000.0,56933000000,25331000000.0,2218000000.0,3005000000.0,31602000000.0,0.0,11578000000.0,14583000000.0,7863000000.0,2147000000.0,37920000000,-2763000000.0,41202000000.0,4242000000,USD,7684000000,12154000000,4470000000.0,4470000000.0,3247000000,494000000.0,1565000000.0,4437000000,68000000.0,187000000.0,119000000.0,444000000.0,3306000000,670000000.0,2636000000.0,3425000000.0,3869000000,2636000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.05533599853516,2020-07-31,0.21302203201328407
308,308,INTU,2020-07-31,USD,10931000000.0,7980000000,6442000000.0,6442000000.0,1478040500.0,161000000.0,2951000000,960000000.0,28000000.0,28000000.0,1654000000.0,608000000.0,769000000.0,5825000000,3529000000.0,305000000.0,1384000000.0,2296000000.0,267000000.0,2031000000.0,3636000000.0,733000000.0,42000000.0,5106000000,10885000000.0,3000000.0,264000000,USD,1494000000,1816000000,322000000.0,322000000.0,483000000,193000000.0,393000000.0,1011000000,-1000000.0,6000000.0,12000000.0,50000000.0,486000000,41000000.0,445000000.0,498000000.0,548000000,445000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.8406066894531,2020-07-31,0.7401895275530852
898,898,MRVL,2020-07-31,USD,10926482000.0,1632087000,831534000.0,831534000.0,262875000.0,483542000.0,9294395000,331769000.0,2489815000.0,2489815000.0,5337405000.0,0.0,54136000.0,2508945000,1224830000.0,238537000.0,448248000.0,1284115000.0,143894000.0,992801000.0,1441049000.0,407470000.0,274270000.0,8417537000,2190505000.0,1340000.0,667574000,USD,359256000,727297000,368041000.0,368041000.0,-151267000,99794000.0,277139000.0,510523000,-15458000.0,608000.0,15635000.0,163184000.0,-166765000,-8872000.0,-22908000.0,-151130000.0,12054000,-157893000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.64957046508789,2020-07-31,0.6673725814233669
402,402,NVDA,2020-07-31,USD,25180000000.0,14681000000,3274000000.0,3274000000.0,1401000000.0,2084000000.0,10499000000,2665000000.0,2854000000.0,2854000000.0,4193000000.0,7707000000.0,215000000.0,11266000000,2410000000.0,893000000.0,124000000.0,8856000000.0,735000000.0,6960000000.0,7695000000.0,1171000000.0,43000000.0,13914000000,16313000000.0,1000000.0,25040000000,USD,2275000000,3866000000,1591000000.0,1591000000.0,651000000,627000000.0,997000000.0,1624000000,-41000000.0,13000000.0,54000000.0,404000000.0,609000000,-13000000.0,622000000.0,663000000.0,1067000000,622000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.578692436218262,2020-07-31,0.8391203187216514
969,969,OKTA,2020-07-31,USD,3115015000.0,2706935000,957234000.0,957234000.0,1478040500.0,110540000.0,408080000,221187000.0,30031000.0,30031000.0,48023000.0,1557279000.0,81882000.0,2429818000,533580000.0,4726000.0,43578000.0,1896238000.0,189208000.0,1689438000.0,1922224000.0,94030000.0,12018000.0,685197000,-818886000.0,13000.0,126319000,USD,149299000,200446000,51147000.0,51147000.0,-45388000,42499000.0,53866000.0,194687000,-12971000.0,3960000.0,16931000.0,7225000.0,-60533000,-433000.0,-60100000.0,-43602000.0,-36377000,-60100000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.97999572753903,2020-07-31,0.12132318796697605
